sid,title,group_name,datelocation,year,month,mid,name,year:1,nbr_sessions,instruments
R206816,,Johnny McGhee And His Orchestra,"New York, c. December 1939",1939,December,10131,Johnny McGhee,1939,70,
R140112,,Kay Thompson And The Boys,"New York, November 11, 1935",1935,November,17057,Jack Jenney,1935,102,tb
R54867,,Onni Gideon Quintet,"Helsinki, May 2, 1950",1950,May,74601,Onni Gideon Tervonen,1950,5,b
R7540,,Mitchell Ayres And His Fashions In Music,"Broadcast, Dayton, Ohio, 1939",1939,,15942,Marty Olson,1939,6,tp
R122566,,,"Stockholm, January, 1938",1938,January,64346,Yngve Nilsson,1938,23,tp
R201152,,Neal Hefti and his Orchestra,"New York, April 3, 1952",1952,April,7098,Neal Hefti,1952,384,"tp,arr,cond"
R30952,,,"New York, autumn 1947",1947,,49258,Milton Larkins,1947,14,
R54999,,Mick Gill's Imperial Jazz Band,"London, March 13, 1949",1949,March,24360,George Hopkinson,1949,60,d
R58028,,Teddy Grace Acc By Bud Freeman And His Summa Cum Laude Orchestra,"New York, September 26, 1940",1940,September,12432,Eddie Condon,1940,308,g
R79778,,Harry Klein Quintet,"London, October 26, 1954",1954,October,39015,Leslie Weeks,1954,15,bgo
R53483,A Message From Garcia,,"New York, 1955",1955,,4277,John Drew,1955,29,b
R127026,,Artie Shaw And His Orchestra,"New York, April 4, 1950",1950,April,6345,Sonny Russo,1950,145,tb
R129563,,The Skyrockets Orchestra Dir By Woolf Phillips,"London, April 9, 1948",1948,April,34127,Chick Smith,1948,70,
R145793,,Sarah Vaughan Acc By Don Costa Orchestra,"New York, March 29, 1954",1954,March,14945,Don Costa,1954,19,dir
R4043,,,"London, 1946",1946,,9220,Alan Metcalf,1946,16,g
R71558,Dinah Jams,,"Los Angeles, August 14, 1954",1954,August,30331,Clifford Brown,1954,80,tp
